text,label,episode,season,ids,is_train
what,0,0407,04,16239,True
okay we we swallow our feelings even if it means we're unhappy forever sound good,4,0407,04,16240,False
can you really do that,0,0407,04,16241,True
i have to; he's my best friend and you're seeing him,4,0407,04,16242,False
chandler i like joey a lot but with you,0,0407,04,16243,True
oh no no no don't don't see see you're getting me confused i'm starting to urn,4,0407,04,16244,True
i'm sorry if you wanna pretend that nothing happened i can try,0,0407,04,16245,True
i i think we have too,4,0407,04,16246,True
bye are you still out there,4,0407,04,16247,False
no,0,0407,04,16248,True
electrifying emphatic time time time,2,0407,04,16249,True
y'know there's a starbucks about three blocks down,3,0407,04,16250,True
it's so inspired look at him look at him go,6,0407,04,16251,True
thank you guys guys guys,2,0407,04,16252,True
hey aren't you up next,3,0407,04,16253,False
oh no i'm not playing tonight,6,0407,04,16254,True
why not,1,0407,04,16255,True
i can't follow ross it'd be like those bicycle ridding chimps that followed the beetles no,6,0407,04,16256,True
phoebe ross sucks,3,0407,04,16257,False
phoebe the place has emptied because of him,1,0407,04,16258,True
oh my god he's not even appreciated in his own time i would give anything to not be appreciated in my own time,6,0407,04,16259,True
okay umm phoebe you suck too,3,0407,04,16260,True
you guys you suck too,6,0407,04,16261,True
aww man i can't believe i locked myself out again,5,0407,04,16262,False
hang on buddy,4,0407,04,16263,True
oh my god what happened here did you do all this,5,0407,04,16264,True
why,5,0407,04,16265,True
well i just thought it'd make me feel good to do something nice for my friend,4,0407,04,16266,False
oh no no no this is amazing,4,0407,04,16267,True
a tv as if it appears from nowhere that's the dream man how did you afford this stuff,5,0407,04,16268,True
well y'know i'm 29 i mean who needs a savings account,4,0407,04,16269,True
oh you are the best friends anyone has ever had,5,0407,04,16270,False
oh no no no you are you do this you give me the great advice and hey listen i was thinking about what you said yesterday about focusing on one woman i'm gonna do that,5,0407,04,16271,False
you mean with casey,4,0407,04,16272,True
no no no i think i'm gonna see how things go with kathy she's pretty cool,5,0407,04,16273,False
or casey,4,0407,04,16274,True
no no kathy,5,0407,04,16275,True
could be casey,4,0407,04,16276,False
no no kathy,5,0407,04,16277,True
consider casey,4,0407,04,16278,True
y'know what i think i think somebody's got a little crush on casey how bout i fix you two up what do you think,5,0407,04,16279,False
that all the pieces of my life are falling right into place,4,0407,04,16280,False
hey you were really great you were really really great,6,0407,04,16281,False
oh thanks thanks so monica tells me that uh you don't want to play anymore because me and y'know my talent is that true,2,0407,04,16282,False
pheebs,2,0407,04,16283,True
yeah i i can't i mean y'know i was trying to be really y'know okay and upbeat about it i just i feel so dwarfed by your musical gift i,6,0407,04,16284,True
see but pheebs that that is the exact opposite intent of my music y'know my music is is meant to inspire and if it bothers you this much then i i won't play anymore,2,0407,04,16285,False
oh no no no no don't do that how could i live with myself if i knew i was depriving the world of your music,6,0407,04,16286,False
hey chandler saw the new furniture very nice,2,0407,04,16287,True
yeah joey has the best boyfriend ever,3,0407,04,16288,True
i kissed kathy,4,0407,04,16289,False
what,2,0407,04,16290,False
are you serious,3,0407,04,16291,False
no is there anyway anyway you think he'll understand this,4,0407,04,16292,False
you obviously haven't screwed over a lot of your friends which we all appreciate,3,0407,04,16293,True
no the the sad thing is if you had told him how you felt before you kissed her knowing joey he probably just would've just stepped aside,2,0407,04,16294,True
oh don't say that don't say that that's not true is it,4,0407,04,16295,False
he loves you,3,0407,04,16296,True
then why didn't you tell me to do that,4,0407,04,16297,True
well i said i said something to phoebe,2,0407,04,16298,True
yeah no that's right and i thought it was a really good idea,6,0407,04,16299,True
i know i remember that,1,0407,04,16300,True
i remember you did,3,0407,04,16301,True
god what am i gonna do,4,0407,04,16302,True
well chandler you're gonna have to tell him,1,0407,04,16303,True
why why do i have to tell him,4,0407,04,16304,True
because you do,1,0407,04,16305,True
hey would it be okay if i wrote a song about this,2,0407,04,16306,True
is that a real thing,4,0407,04,16307,True
well we only had samboucha so it is now,5,0407,04,16308,False
listen ah joe i i need to i need to talk to you about something,4,0407,04,16309,True
what's up,5,0407,04,16310,True
it's it's about kathy umm uh i like her i like her a lot actually,4,0407,04,16311,True
you do,5,0407,04,16312,True
well you're timing couldn't be better she's not my girlfriend anymore,5,0407,04,16313,False
what,4,0407,04,16314,True
yeah she broke up with me,5,0407,04,16315,False
just now after acting class at first i thought she was doing some kind of scene that's why i let people watch,5,0407,04,16316,True
oh man i am so sorry are are you okay,4,0407,04,16317,True
well i've been better but i'm all right so you like her huh,5,0407,04,16318,True
yes but i i uh don't have too,4,0407,04,16319,True
no no no no it's uh it's okay,5,0407,04,16320,True
yeah you know why cause you came to me first,5,0407,04,16321,True
well i thought that would be the best thing to do,4,0407,04,16322,True
but hey listen just so you know you might have you're work cut out for you cause when i talked to her i kinda got the feeling that she's into some other guy so,5,0407,04,16323,True
see uh that's that's actually what i wanted to talk to you about i i think i know who the other guy is,4,0407,04,16324,True
who,5,0407,04,16325,False
it's me i'm the other guy,4,0407,04,16326,True
what,5,0407,04,16327,True
yeah i mean when you were late last night kathy and i got to talking and one thing to another and,4,0407,04,16328,True
and what did you sleep with her,5,0407,04,16329,True
no no no i just kissed her,4,0407,04,16330,True
what that's even worse,5,0407,04,16331,True
how is that worse,4,0407,04,16332,True
i don't know but it's the same,5,0407,04,16333,True
look i'm sorry but there's nothing i can do i think i'm in love with her,4,0407,04,16334,True
who cares you went behind my back i would never do that to you,5,0407,04,16335,False
you're right i have no excuses i was totally over the line,4,0407,04,16336,True
over the line you you're you're so far past the line that you you can't even see the line the line is a dot to you,5,0407,04,16337,True
yes yes right and i feel horrible you have to believe me,4,0407,04,16338,False
is that why you bought all this stuff well y'know what i will not watch your tv i will not listen to your stereo and there's a cinnamon raisin loaf in the new bread maker that i'm not gonna eat you know why,5,0407,04,16339,True
probably because,4,0407,04,16340,True
because it's all tainted with your betrayal from now on this apartment is empty for me and i'm not happy about you either oh and just so you know i made that bread for you closing credits,5,0407,04,16341,False
oh my god he's lost it he's totally lost it,6,0407,04,16342,True
what,3,0407,04,16343,True
phoebe his music could not get any worse there are rats in the basement that are hanging themselves,1,0407,04,16344,True
thank you thanks yeah i lost it y'know i'm not gonna play anymore would you can you finish my set,2,0407,04,16345,False
after that yeah no i mean if i can help,6,0407,04,16346,True
yeah like i could lose it,2,0407,04,16347,True
what,1,0407,04,16348,True
i played bad on purpose guys,2,0407,04,16349,True
okay so you were trying to play bad this whole time,3,0407,04,16350,False
yeah no just that last song,2,0407,04,16351,False
hey it's me i know you can't stand to be in the same room as me so i just thought i'd try and apologize over the phone all i,4,0408,04,16352,False
look i never should have kissed your girlfriend but i'm,4,0408,04,16353,True
stop callin',5,0408,04,16354,True
hey hey hey this is 92 3 wxrk k rock for our $1 000 daily challenge,0,0408,04,16355,False
what is the name of your roommate who is very very sorry and would do anything opening credits,0,0408,04,16356,False
aww turkey aww giving thanks aww,4,0408,04,16357,True
look everyone it's the spirit of thanksgiving,6,0408,04,16358,True
so are things with you and joey any better,1,0408,04,16359,True
they couldn't be worse i spent eight hours calling him last night just trying to get him to talk to me,4,0408,04,16360,True
oh wow eight hours so you could probably really use one of those plug in telephone headsets huh,1,0408,04,16361,False
should we all expect christmas gifts that can be stolen from your office,2,0408,04,16362,True
you shouldn't,1,0408,04,16363,True
speaking of christmas umm since monica and i are starting a new business and have like no money umm this year maybe we could do secret santa and then we each only buy one gift and and there's the added mystery of who gets who,6,0408,04,16364,True
who gets whom i don't know why i do that,2,0408,04,16365,True
well i'm gonna take a nap turkey makes me sleepy,1,0408,04,16366,False
we haven't eaten yet,3,0408,04,16367,True
i know but all that work you're doing to get it ready i just,1,0408,04,16368,True
hey by any chance did either of pick uh rachel for your secret santa cause i wanna trade for her,4,0408,04,16369,True
i picked her oh thank god you want her ooh,6,0408,04,16370,False
wow why do you want to get rid of her so badly,4,0408,04,16371,True
because she exchanges every gift she ever gets it's like impossible to get her something she likes come on let's trade,6,0408,04,16372,True
well maybe you could give to somebody else ooh like ross geller,3,0408,04,16373,True
op y'know what though it's kind've a girlie briefcase,4,0408,04,16374,True
who cares he works in a museum,3,0408,04,16375,False
hey what time is it the big game is about to start,4,0408,04,16376,False
you don't have to do that ross and joey aren't here you can watch the parade if you want,6,0408,04,16377,True
what is wrong with this freezer ow ow,3,0408,04,16378,True
god what happened,6,0408,04,16379,True
oh my god ice just got in my eye,3,0408,04,16380,True
people are trying to sleep in here,1,0408,04,16381,True
monica got ice in her eye and it hurts,4,0408,04,16382,True
open it up let me see,6,0408,04,16383,False
oh y'know what i can't it really kills,3,0408,04,16384,False
well maybe you should put some ice on it,4,0408,04,16385,True
ooh god it looks bad,6,0408,04,16386,True
honey maybe we should take you to a doctor,1,0408,04,16387,True
no my eye doctor is richard i can't go to him when i don't have a boyfriend,3,0408,04,16388,True
he's really picky about his patients,4,0408,04,16389,True
honey you've got to go what's his office number,6,0408,04,16390,True
like i remember his office number speed dial 7,3,0408,04,16391,True
hi yeah i'm calling on behalf of monica geller's eye and is um is richard burke in today he's out of town but does she want to see the on call doctor,6,0408,04,16392,False
yes she's very excited about that,6,0408,04,16393,False
this is so cool til monica gets back it's like i'm head chef and i get to make all the decisions,6,0408,04,16394,True
hey hey i thought she told you to follow the recipe exactly,2,0408,04,16395,True
okay get out of my kitchen,6,0408,04,16396,True
all right okay i think i am making some progress with joey when i went into the apartment he went straight into his bedroom but he only slammed the door once i mean yeah he gave me the finger while doing it,4,0408,04,16397,True
all right i i gotta call my mom and ask her a left handed cooking question,6,0408,04,16398,True
so listen ah i picked monica for secret santa but i'm already getting her something for chanukah i was wondering if you wanna switch,2,0408,04,16399,True
oh y'know what i was already trying to trade for ah well you,4,0408,04,16400,False
really wow that's that's so nice what are you gonna get me,2,0408,04,16401,True
i don't know r g i was thinking something girlie for your office,4,0408,04,16402,True
yeah well maybe phoebe will switch with me,2,0408,04,16403,True
oh no no no you don't want to do that then you're gonna get stuck with rachel and she exchanges every gift she ever gets,4,0408,04,16404,False
oh that's not true i've got her lots of stuff she never took back,2,0408,04,16405,True
like,4,0408,04,16406,True
like uh that gold necklace i got her last year,2,0408,04,16407,True
when was the last time you saw her wear it,4,0408,04,16408,False
well she wore it all christmas day and then uh,2,0408,04,16409,True
big dog,4,0408,04,16410,False
what are you doing,2,0408,04,16411,False
i'm sending back all this stuff that chandler bought out of guilt,5,0408,04,16412,True
no i'm putting that in my room,5,0408,04,16413,True
listen joey i know what he did was wrong but don't you think you could at least hear the guy out,2,0408,04,16414,True
back when you and rachel were together if chandler had kissed her would you hear him out,5,0408,04,16415,False
that's a good point so uh how long are you gonna punish him,2,0408,04,16416,False
five years,5,0408,04,16417,False
hey don't do the crime if you can't do the time,5,0408,04,16418,False
joey the guy's your best friend,2,0408,04,16419,True
no was my best friend anyway i don't know why you're pushing for him so hard with him out of the way as my best friend there's a spot open,5,0408,04,16420,False
wow i'm honored and y'know what i'm gonna do as my first act as your best friend,2,0408,04,16421,True
what,5,0408,04,16422,True
i'm gonna get you to talk to chandler,2,0408,04,16423,True
all right but if you weren't my best friend,5,0408,04,16424,False
oh my god is it really that bad,0,0408,04,16425,True
i walk into a room and he won't even talk to me he just mumbles something in italian and i know he only knows the bad words,4,0408,04,16426,True
hey gunther have you uh have you seen chandler,5,0408,04,16427,True
i thought you were chandler but umm one of who is over there,0,0408,04,16428,True
i'll be right with you okay thanks wendy,0,0408,04,16429,True
oh my god how cute is the on call doctor,3,0408,04,16430,True
ooh so cute that i'm thinking about jamming this pen in my eye,1,0408,04,16431,True
dr burke will see you know,0,0408,04,16432,True
oh no no no not dr burke dr burke is out of town the the on call doctor will see me now,3,0408,04,16433,False
dr richard burke is out of town dr timothy burke his son will see you now,0,0408,04,16434,True
ready,0,0408,04,16435,True
hey i'm sorry that where are you going,4,0408,04,16436,True
my folks,5,0408,04,16437,True
oh uh when when are you coming back,4,0408,04,16438,False
i don't know i might stay there for a few days while i look for an apartment,5,0408,04,16439,True
what,4,0408,04,16440,True
yeah y'know at first i thought we could talk about this y'know work it out but uh seeing you two together i don't think i,5,0408,04,16441,True
hey look what do you want me to say do you want me to say that i'll stop seeing her,4,0408,04,16442,True
look it's not about her okay but seeing you two together just reminds me of what you did and i don't want to live with some one who doesn't know what it is to be a friend so i'll see ya,5,0408,04,16443,False
hey look i know what it is to be a friend i just i just screwed up,4,0408,04,16444,True
yeah you did and that's why i'm leaving,5,0408,04,16445,True
all right look if you're not gonna stay for me then at least stay for them okay they have had a very difficult year what with the robbery and all,4,0408,04,16446,True
when that guy was robbing us and i was locked in the entertainment unit for like six hours you know what i was doing in there all that time i was thinking about how i let you down,5,0408,04,16447,True
what,4,0408,04,16448,False
yeah but if would've know what kind of friend you were gonna turn out to be i wouldn't have worried about it so much see you around,5,0408,04,16449,False
all right wait come on just wait one second there has to be something that i can do something if we still had that entertainment unit i would get in it for six hours and think about how i let you down what,4,0408,04,16450,False
we've got a box commercial break,5,0408,04,16451,False
last time i saw you it was the morning i left for college and you were just standing outside the dairy queen,0,0408,04,16452,True
i was probably waiting for it to open,3,0408,04,16453,False
i gotta tell you you look great now,0,0408,04,16454,False
you're an excellent patient,0,0408,04,16455,True
so how does it look,3,0408,04,16456,False
well you've got a little scratch on your cornea your gonna have to wear a patch for a couple of days,0,0408,04,16457,True
like a pirate,3,0408,04,16458,True
if that helps you,0,0408,04,16459,True
umm so how long have you been working with your dad come on one of us had to mention him,3,0408,04,16460,False
i moved back here a couple of months ago,0,0408,04,16461,False
oh big family dinner tonight,3,0408,04,16462,True
uh,0,0408,04,16463,True
no way,3,0408,04,16464,True
i was gonna have thanksgiving at my girlfriend's,0,0408,04,16465,True
she she wasn't ready for a serious commitment,0,0408,04,16466,False
oh so you made her walk the plank aye matie,3,0408,04,16467,False
you're not wearing the patch yet,0,0408,04,16468,True
he's coming here for thanksgiving,2,0408,04,16469,True
why is it sick,3,0408,04,16470,True
because it's richard's son it's like inviting greek tragedy over for dinner,1,0408,04,16471,True
hey come on phoebe you understand don't you,3,0408,04,16472,True
yeah i can see where i'd be your best shot but no i'm sorry but i think it's twisted,6,0408,04,16473,True
what's twisted,5,0408,04,16474,True
me going out with richard's son,3,0408,04,16475,True
ewwwww ew ew ew,5,0408,04,16476,True
sounds like a really bad idea to me,4,0408,04,16477,True
is he okay in there,1,0408,04,16478,False
he's fine,5,0408,04,16479,True
hey y'know mon if things wrong out between you and richard's son you'd be able to tell your kids that you slept with their grandfather,2,0408,04,16480,True
fine judge all you want to but married a lesbian left a man at the altar fell in love with a gay ice dancer threw a girl's wooden leg in a fire livin' in a box,3,0408,04,16481,True
so now what exactly is the point of the box,1,0408,04,16482,True
chandler,5,0408,04,16483,True
the meaning of the box is three fold one it gives me the time to think about what i did two it proves how much i care about my friendship with joey and three it hurts,4,0408,04,16484,True
oh hey hey uh you remember the necklace i gave you last year can i see it,2,0408,04,16485,True
why,1,0408,04,16486,True
i just wanna check something,2,0408,04,16487,True
now we'll see,2,0408,04,16488,True
air hole air hole,4,0408,04,16489,True
here it is i love it i wear it all the time,1,0408,04,16490,False
the necklace i got you was gold this one is silver,2,0408,04,16491,True
huh well maybe it uh it changed,1,0408,04,16492,True
oh my god you actually exchanged it,2,0408,04,16493,True
well isn't it better that i exchanged it for something that i enjoy and that i can get a lot of use out of,1,0408,04,16494,True
what did you get,2,0408,04,16495,True
credit,1,0408,04,16496,True
i'll get it i'll get it i'll get it i'll get it i'll get it i'll get it i'll get it i'll get it i'll get it i'll get it i'll get it i'll get it i'll get it i'll get it hi tim,3,0408,04,16497,True
thank you come meet my friends this is uh phoebe,3,0408,04,16498,True
hi nice to meet you,0,0408,04,16499,True
and joey,3,0408,04,16500,True
my brother ross,3,0408,04,16501,True
and rachel and that's chandler,3,0408,04,16502,True
how do ya do,4,0408,04,16503,True
what's,0,0408,04,16504,True
what happened what happened,4,0408,04,16505,False
you kissed my girlfriend,5,0408,04,16506,True
ooh i like those sunglasses,1,0408,04,16507,True
like em like em or i'd like to get store credit for that amount like em,2,0408,04,16508,False
all right everybody this turkey is ready,3,0408,04,16509,False
where can i wash up,0,0408,04,16510,True
here let me show you okay the towels are hanging next to the sink and umm you can use the fancy soap,3,0408,04,16511,True
fancy soap i thought we were savin' that for the pope,1,0408,04,16512,False
yeah but monica do you actually want to be in a relationship where you can actually use the phrase that's not how your dad used to do it,6,0408,04,16513,False
wow everything looks great where should i sit,0,0408,04,16514,False
i saved you a seat,3,0408,04,16515,True
sick sick sick sick,1,0408,04,16516,True
gotcha,4,0408,04,16517,True
that doesn't sound like thinking to me,5,0408,04,16518,False
y'know i don't think you should be talking at all in there i think you've got to much thinking to do to be talking and making jokes,5,0408,04,16519,True
okay okay you got it,4,0408,04,16520,True
ross can you pass me the yams,1,0408,04,16521,True
sure oh and joey's got the mashed potatoes if you want to exchange them,2,0408,04,16522,True
would you stop what is the matter with you,1,0408,04,16523,False
oh ho ho we've got company,3,0408,04,16524,True
there's nothing the matter with me see i'm not completely devoid of sentiment see i have feelings,2,0408,04,16525,True
you can't tell but i'm trying to break the tension by mooning you guys,4,0408,04,16526,True
all right look if this is just a big joke to you then forget about it all right this means something to me and if it doesn't mean anything to you then you should get out of there otherwise you're just an idiot in a box,5,0408,04,16527,True
you're right and i'm sorry this means a lot to me i want you to be my friend again i swear i won't say another word tonight,4,0408,04,16528,True
so are you gonna start taking this thing seriously,5,0408,04,16529,True
absolutely,4,0408,04,16530,True
that sounds like another word to me are you gonna take this seriously okay,5,0408,04,16531,True
i don't know what to say i'm sorry though you're not supposed to take these it's like a million years old we we actually we had people looking for that,2,0408,04,16532,True
here let me help,0,0408,04,16533,True
you you have a very beautiful eye,0,0408,04,16534,True
y'know all my friends think this is weird,3,0408,04,16535,False
y'know i i thought it was gonna be weird i mean i almost called and canceled but it really isn't,0,0408,04,16536,True
i know i mean it's like me and your dad that's a totally separate thing,3,0408,04,16537,True
we're just two people who find each other very attractive right,3,0408,04,16538,True
what,0,0408,04,16539,True
no no really was was that not okay,0,0408,04,16540,False
no no no that was good it was that was uh that was a goood kiss,3,0408,04,16541,True
oh my god it didn't remind you of,0,0408,04,16542,False
don't say it,3,0408,04,16543,True
no but it did didn't it,0,0408,04,16544,False
i'll get it,5,0408,04,16545,True
hey listen i want you to know how sorry i am,0,0408,04,16546,False
that's okay chandler's the one i'm mad at,5,0408,04,16547,True
well i'm still sorry is he here,0,0408,04,16548,True
in the box,5,0408,04,16549,False
chandler,0,0408,04,16550,True
oh he he can't talk right now,6,0408,04,16551,True
why not what's going on,0,0408,04,16552,True
he's just trying to show joey how much he means to him,6,0408,04,16553,True
by being in a box,0,0408,04,16554,True
joey had reasons,1,0408,04,16555,True
open the box,5,0408,04,16556,True
what,1,0408,04,16557,True
he can still catch her come on get out of there get out of there,5,0408,04,16558,True
so,4,0408,04,16559,True
yeah we're gonna be fine get out,5,0408,04,16560,True
yeah you did some real good thinkin' in there,5,0408,04,16561,False
now go cause you can still catch her and merry christmas from you're secret santa,5,0408,04,16562,False
all right who got chandler cause i uh need to trade closing credits,5,0408,04,16563,True
oh he's catching up to her,3,0408,04,16564,False
oh she sees him oh they're hugging,6,0408,04,16565,True
he's taking her purse,2,0408,04,16566,True
uhh that's not them i'm gonna go call the police,5,0408,04,16567,False
all right get a room,6,0408,04,16568,True
come on no peeking,3,0409,04,16569,False
our eyes are closed and we're about to cross the street very good,4,0409,04,16570,True
what did you want to show us because all i can see is this bitchin' van,2,0409,04,16571,False
yeah it's for our catering business,6,0409,04,16572,True
i think i know that girl,5,0409,04,16573,True
all right umm we're not gonna really keep it this way though,3,0409,04,16574,False
no,1,0409,04,16575,True
no we're gonna paint over the sword and replace it with a baguette,6,0409,04,16576,True
and also we don't know what to do with this,6,0409,04,16577,False
oh yeah i definitely know her opening credits,5,0409,04,16578,True
remember that guy from cooking school i told you about that put cilantro with everything,3,0409,04,16579,True
well i'm gonna fill in for him as food critic for the chelsea reporter,3,0409,04,16580,False
wow monica what an amazing opportunity to influence dozens of people,3,0409,04,16581,True
how could you say yes what about our catering business,6,0409,04,16582,True
oh no no no it's only one night a week and plus i get to take all of you out for a lot of free dinners,3,0409,04,16583,True
yay,0,0409,04,16584,False
oh in that case yay that was me hopping on board,6,0409,04,16585,False
hey you guys hey ross quick question for ya are you ready to party,4,0409,04,16586,False
i don't know i could maybe go out for a couple of beers but there's this thing about bumblebees on the discovery channel that i was planning to watch,2,0409,04,16587,True
no no i don't think you heard me are you ready to party,4,0409,04,16588,True
nooo gandolf gandolf is coming to town,2,0409,04,16589,True
kathy's with her parents i have nothing to do so tomorrow we are partying with gandolf dude,4,0409,04,16590,True
dude we are sooo gonna party,2,0409,04,16591,True
wow okay dude alert and who is this guy,6,0409,04,16592,True
mike gandolf ganderson only like the funest guy in the world,2,0409,04,16593,True
i'm gonna call and get off work tomorrow,4,0409,04,16594,True
i'm gonna call after you,2,0409,04,16595,True
this is gonna be soo cool dude we never party anymore,4,0409,04,16596,False
woooo,0,0409,04,16597,True
all right were you guys smoking something in the back of our van,3,0409,04,16598,True
really and what do you mean you never have fun anymore you have fun with me remember that time we saw those strippers and you paid me 50 bucks to eat that book,5,0409,04,16599,True
joey you are gonna love this guy gandolf is like the party wizard,2,0409,04,16600,True
well why do you call him gandolf,5,0409,04,16601,True
gandolf the wizard hello didn't you read lord of the rings in high school,2,0409,04,16602,False
no i had sex in high school,5,0409,04,16603,True
oh uh joanna i was wondering if i could ask you something there's an opening for an assistant buyer in junior miss,1,0409,04,16604,True
okay but that would actually be a big step down for me,0,0409,04,16605,True
well actually i meant for me the hiring committee is meeting people all day and,1,0409,04,16606,False
oh well i wish i could say no but you can't stay my assistant forever neither can you sophie but for different reasons,0,0409,04,16607,True
god i am so glad you don't have a problem with this because if you did i wouldn't even consider applying,1,0409,04,16608,False
really well in that case,0,0409,04,16609,False
and that's i'm so glad there's no problem,1,0409,04,16610,False
that's fine actually i'm on the hiring committee so there'll be at least one friendly face,0,0409,04,16611,False
you know junior miss is where i started oh i had to sleep with the ugliest guy to get that job,0,0409,04,16612,False
no ho ho yeah i mean no no no no no don't you worry i'm sure with your qualifications you won't need to sleep with some guy to get that job although i might need some convincing,0,0409,04,16613,True
kidding god i feel wild today,0,0409,04,16614,False
oh man i am so excited i may vomit,4,0409,04,16615,True
will you calm down he's just a human guy,5,0409,04,16616,True
look you don't understand gandolf is amazing y'know you're never know what's gonna end up happening you go out for a couple of beers and end up on a fishing boat to nova scotia,4,0409,04,16617,True
oh yeah it's beautiful country up there,4,0409,04,16618,True
hey okay i got my passport fresh socks and a snake bite kit,2,0409,04,16619,True
it's not gonna be exactly like last time,4,0409,04,16620,True
all right i'll see you guys,5,0409,04,16621,False
whoa whoa whoa,0,0409,04,16622,True
whoa wh wh whoa whoa whoa whoa,4,0409,04,16623,True
i have an audition but i'll definitely hook up with you later where are you gonna be around noon,5,0409,04,16624,True
somewhere maybe along the equator,2,0409,04,16625,True
hello it's gandolf so are you in town oh well well maybe next time then,4,0409,04,16626,True
what happened,2,0409,04,16627,True
he's not gonna make it he's stuck in chicago,4,0409,04,16628,True
ohh man chicago is sooo lucky,2,0409,04,16629,True
stupid useless canadian money,4,0409,04,16630,True
you have a very impressive resume ms green i especially like what i see here about implementing a new filing system,0,0409,04,16631,True
filing system oh oh you mean those those little colored labels you put on all the folders it certainly did brighten up the inside of the filing cabinets,0,0409,04,16632,True
well they uh they they do more than that,1,0409,04,16633,True
i notice that you've been trusted with a lot of rather important responsibilities,0,0409,04,16634,False
yes joanna really has been an incredible mentor to me,1,0409,04,16635,False
oh and rachel has been really incredible in getting my morning bagel for me it's amazing how she gets it right almost every time,0,0409,04,16636,False
i i i of course i have more responsibilities than that,1,0409,04,16637,True
oh yes well there's the coffee too rachel can carry two things at once,0,0409,04,16638,False
yes that's very good now a uh big part of this job is cultivating personal relationships especially with designers,0,0409,04,16639,True
and rachel shouldn't have any problem with that the only problem might be getting a little too friendly if you know what i mean,0,0409,04,16640,False
i love working with designers,1,0409,04,16641,True
with them under them what's the difference eh rach,0,0409,04,16642,True
hey my first review is out,3,0409,04,16643,True
ohh oh the chelsea reporter ohh this used to keep me so warm,6,0409,04,16644,True
all right look at my on the back page,3,0409,04,16645,True
oh okay would i go back to allesandro's sure but i'd have to order two meals one for me and one for the guy pointing the gun to my head wow you really laid into this place,6,0409,04,16646,True
hey they don't pay me a penny a word to make friends,3,0409,04,16647,True
ooh i gotta go i found a guy that who could fix up the van for catering,6,0409,04,16648,True
oh do you need me to go with you,3,0409,04,16649,False
no no it's okay but are we sure we don't want the waterbed,6,0409,04,16650,True
haven't we made this decision,3,0409,04,16651,True
who is it,3,0409,04,16652,False
it's allesandro from allesandro's,0,0409,04,16653,True
i want to talk to you about your review,0,0409,04,16654,True
oh my god oh my god call me on the phone,3,0409,04,16655,True
why so you could hang up on me,0,0409,04,16656,False
look i i'm never gonna let you up so you may as well just go away,3,0409,04,16657,True
just give me a chance too,0,0409,04,16658,True
hey do you need to get in here you go,6,0409,04,16659,True
no phoebe,3,0409,04,16660,False
i want a retraction our food is not inedible swill,0,0409,04,16661,True
i couldn't eat it i had five friends who couldn't eat it and one of them eats books,3,0409,04,16662,True
well our service is not grossly incompetent,0,0409,04,16663,False
the waiter carried the breadsticks in his pants,3,0409,04,16664,False
well you said that we except the discover card which we do not,0,0409,04,16665,False
all right that i'll retract but i stand by my review i know food and that wasn't it you're marinara sauce tasted like tomato juice you should serve it with vodka and a piece of celery,3,0409,04,16666,False
hey i'm proud of that sauce it's delicious,0,0409,04,16667,True
oh my god you own an italian restaurant and you think that tastes good where are you even from,3,0409,04,16668,False
lebanon,0,0409,04,16669,True
hand me those tomatoes i'm gonna show you what it should taste like come on hand me them,3,0409,04,16670,False
how long is this gonna take cause i got another critic to go yell at,0,0409,04,16671,True
umm joanna i wanna talk about that interview,1,0409,04,16672,False
i thought it went very well,0,0409,04,16673,True
no it didn't that's what i want to talk to you about now just to brief you i may cry but they are not tears of sadness or of anger but just of me having this discussion with you,1,0409,04,16674,True
rachel please don't make a scene,0,0409,04,16675,False
there's nobody here,1,0409,04,16676,False
sophie get in here you see now you're making sophie uncomfortable,0,0409,04,16677,True
she's not making me uncomfortable,0,0409,04,16678,False
congratulations you now just crossed the line into completely useless get out,0,0409,04,16679,True
do you want me to quit,1,0409,04,16680,True
what what would make you think that,0,0409,04,16681,True
wait wait wait wait you can put your sad little muffin back in it's drawer if you must know the truth i didn't want to lose a perfectly good assistant,0,0409,04,16682,False
what,1,0409,04,16683,True
that's why i said all those things about your flirting and your drinking,0,0409,04,16684,False
my drinking,1,0409,04,16685,True
oh i must've said that after you left,0,0409,04,16686,False
said what exactly,1,0409,04,16687,False
that you enjoyed the occasional drink ing binge,0,0409,04,16688,True
oh my god ohh that is it i'm leaving you are just a horrible person,1,0409,04,16689,True
wait wait wait wait wait wait wait wait if you're gonna get all sensitive about it i don't want to lose you what if i create a position for you i'll make you an assistant buyer in this department,0,0409,04,16690,False
say more things like that,1,0409,04,16691,True
you can have your own office and a raise effective tomorrow,0,0409,04,16692,True
i'd need an expense account,1,0409,04,16693,True
done,0,0409,04,16694,False
and an assistant,1,0409,04,16695,True
hey what are you guys doing here i thought you'd be out partying with gandel worf,5,0409,04,16696,True
it's gandolf and he's not coming,2,0409,04,16697,False
so you've been sittin' around here all mornin',5,0409,04,16698,True
no i balanced my checkbook,2,0409,04,16699,True
yeah and i i gave first names to all of the foosball players,4,0409,04,16700,True
i can't believe he didn't come,2,0409,04,16701,True
so what if he didn't come we can still go out and party ourselves,5,0409,04,16702,True
oh no y'know with gandolf we'd be out all night,4,0409,04,16703,False
yeah we'd meet we'd meet total strangers and hang out with them,2,0409,04,16704,True
well we could do that,5,0409,04,16705,True
there's other stuff too,2,0409,04,16706,True
we'll do it all and better look after tonight gandolf will want to party with us dude come on,5,0409,04,16707,True
