text,label,episode,season,ids
"""here we are the official powerball numbers we have 53""",0,0918,09,44395
i got that,4,0918,09,44396
oh we have one too,2,0918,09,44397
we are on a roll people,3,0918,09,44398
come on,2,0918,09,44399
mum please i know you love your new lips but i can barely understand you would you please just let me say goodnight to my daughter,1,0918,09,44400
"""and number 29 here we go the powerball is 7""",0,0918,09,44401
check your numbers make me rich,3,0918,09,44402
guys you're not gonna believe this i was just saying goodnight to emma and she said her first words,1,0918,09,44403
and what did she say,5,0918,09,44404
"she said ""gleba""",1,0918,09,44405
make me rich,3,0918,09,44406
isn't that amazing,1,0918,09,44407
oh yeah no no no that's great,2,0918,09,44408
why why aren't you more excited,1,0918,09,44409
"oh rach oh ""gleba"" is not a word",2,0918,09,44410
oh but of course it is,1,0918,09,44411
okay what does it mean,2,0918,09,44412
i don't know all the words,1,0918,09,44413
i'm just i'm just glad i didn't miss my daughter's first words,2,0918,09,44414
yes you did gleba is a word,2,0918,09,44415
ok use it in a sentence,2,0918,09,44416
"ok ""emma just said gleba""",1,0918,09,44417
it's not a word,2,0918,09,44418
okay okay okay fine i'm gonna look it up,1,0918,09,44419
oh oh ok great you know what while you're at it she,2,0918,09,44420
pbbqqt,0,0918,09,44421
the fleshy spore bearing inner mass of a certain fungi,0,0918,09,44422
she's gonna be a scientist,2,0918,09,44423
no,4,0918,09,44424
i'm still looking through mine,6,0918,09,44425
just double checking no no no no,3,0918,09,44426
hello hold on it's your boss,3,0918,09,44427
"ah the ""i'm sorry i rejected you"" phone call i'm not used to getting it from guys hey steve",4,0918,09,44428
chandler hi i'm sure you've heard we filled the three positions we just felt that with your maturity and experience you wouldn't be happy being someone's assistant,0,0918,09,44429
oh no no no no i'd love to be somebody's assistant answering phones getting coffee i live for that stuff and i'm not too mature farts boobies butt cracks,4,0918,09,44430
chandler you were the strongest person in the program we're offering you the position of junior copywriter,0,0918,09,44431
me that guy who just said butt cracks,4,0918,09,44432
yes that's right we're excited about the level of sophistication you'll be bringing to the job,0,0918,09,44433
ok well thanks you won't regret it i'll see you tomorrow,4,0918,09,44434
what oh yeah i'm gonna be a junior copywriter,4,0918,09,44435
oh sweetie i'm so proud of you,3,0918,09,44436
does that mean i get the good loving tonight,4,0918,09,44437
you bet no tv or anything,3,0918,09,44438
hey that is so great about the job,5,0918,09,44439
and i like to think i had a little something to do with it,5,0918,09,44440
well before with the wishbone i didn't wish we would win the lottery i wished you'd get the job,5,0918,09,44441
oh yeah listen don't tell monica she'll rip your heart right out,4,0918,09,44442
you know what there is a little part of me that really thought we were gonna win,1,0918,09,44443
me too so much for my dinosaur/amelia earhart theme park,2,0918,09,44444
you guys what was the powerball number again,6,0918,09,44445
seven,0,0918,09,44446
we won,6,0918,09,44447
what,1,0918,09,44448
we won,6,0918,09,44449
let me see,3,0918,09,44450
don't tear it,6,0918,09,44451
phoebe you don't have any of the first five numbers,2,0918,09,44452
i know that but look we've got the powerball number we've won 3 dollars,6,0918,09,44453
wow you'd think we should get that over 20 years or go for the big payout,4,0918,09,44454
i don't care i've never won anything before i can't believe this,6,0918,09,44455
so pheebs what are you going to do with your $3,1,0918,09,44456
it's not all mine we all get 50 cents,6,0918,09,44457
you know what you can have mine,3,0918,09,44458
me too,4,0918,09,44459
me too,5,0918,09,44460
me too,1,0918,09,44461
i guess if everybody else is closing credits,2,0918,09,44462
hey guys so i just called the powerball hotline can you believe it nobody won,5,0918,09,44463
i beg to differ,6,0918,09,44464
maybe nobody won the jackpot but there was this guy in here earlier and he found the ticket on the street right outside and won $10 000,0,0918,09,44465
coo again don't blame the pretty lady it was not her fault it was me the pigeon coo seriously stop staring at her,6,0918,09,44466
mark kunerth,0,0919,09,44467
terry hughes,0,0919,09,44468
god you're beautiful why are we fighting this you know you want it to happen as much as i do,5,0919,09,44469
i want you i need you let me make love to you,5,0919,09,44470
i don't wanna stand in the way of true love or anything but i think a cantaloupe might hurt less,1,0919,09,44471
oh ehm i'm i'm rehearsing my lines they gave me a big romantic story on days of our lives it's the first time my character's got one i'm so nervous you know i really want it to be good,5,0919,09,44472
woow i haven't seen you this worked up since you did that dog food commercial and you thought you were gonna be with a real talking dog,1,0919,09,44473
yeah that was a disappointment oh hey d'you want to come down to the set and tell me if i'm doing ok,5,0919,09,44474
are you serious,1,0919,09,44475
yeah hey you just have to promise not to get yourself thrown out again,5,0919,09,44476
hey that was an honest mistake,1,0919,09,44477
right oh my god is this the men's room oh i feel so foolish have you always known you wanted to be an actor,5,0919,09,44478
yeah that was an awesome day opening credits,1,0919,09,44479
so do you guys wanna come and eat dinner at the restaurant sometime in the next few weeks,3,0919,09,44480
i'd love to,2,0919,09,44481
well you can't we're booked solid for the next month,3,0919,09,44482
well i can't give you a massage because my licence has been revoked again,6,0919,09,44483
phoebe what happened,2,0919,09,44484
well it was an accident you know it's a lot of oil and sometimes the hand just slips,6,0919,09,44485
have i got a surprise for you pack your bags,4,0919,09,44486
oh no you guys aren't supposed to get divorced for 7 years,6,0919,09,44487
what no i'm taking monica to a romantic inn in vermont,4,0919,09,44488
oh good ok good for you try to recapture the magic,6,0919,09,44489
so what do you say can you get out of work,4,0919,09,44490
oh honey i can't i was just telling these guys that things are crazy at the restaurant,3,0919,09,44491
are you really that busy,4,0919,09,44492
yeah i'm sorry i really am,3,0919,09,44493
oh that's ok i'll just try and reschedule hi this is chandler bing i made a reservation there and i need to change it oh what do you mean it's not refundable can i just come some other time oh can't you make an exception,4,0919,09,44494
tell them i'm a chef in a big new york restaurant,3,0919,09,44495
and tell them that in 2 weeks i will once again be a masseuse in good standing,6,0919,09,44496
look this is ridiculous i'm not paying for that room ok oh thank you very much yeah i'm going to vermont,4,0919,09,44497
oh don't worry about it just use your travel insurance,2,0919,09,44498
i don't have travel insurance,4,0919,09,44499
well this is what happens when people live on the edge,2,0919,09,44500
why don't you take ross,3,0919,09,44501
uh don't you think that would be a little weird i mean two guys in a romantic inn,2,0919,09,44502
no not if their room has two beds,3,0919,09,44503
i guess it still seems a little moonlight boat ride,2,0919,09,44504
hey joey is this the bed where olivia lost her virginity,1,0919,09,44505
i don't know but one of the extras sure did hey listen rach thanks again for coming down to watch my scenes,5,0919,09,44506
oh please honey just the fact that you want me here to support you i'm oh my god is that christian sanders he's so gorgeous,1,0919,09,44507
also so gay,5,0919,09,44508
oh in my head he's done some pretty not gay stuff,1,0919,09,44509
well at the christmas party him and santa did some definitely gay stuff,5,0919,09,44510
joey joey we're ready for you,0,0919,09,44511
ok not that you need it but good god is that chase lassiter he's straight right,1,0919,09,44512
rach i gotta say if you weren't here wondering if these guys were gay i don't know if i could do this,5,0919,09,44513
oh i'm sorry you're right i'm sorry good luck,1,0919,09,44514
on a bell please quietly and action,0,0919,09,44515
drake what are you doing in here,0,0919,09,44516
stopping you from marrying the wrong man and making the biggest mistake of your life,0,0919,09,44517
get out,0,0919,09,44518
what do you know about love,0,0919,09,44519
i know what i felt that night when we kissed under the bridge,0,0919,09,44520
that kiss never happened,0,0919,09,44521
oh what about this one,0,0919,09,44522
no i told you get out,0,0919,09,44523
fine i'll go but let me ask you one question,0,0919,09,44524
you look familiar have we,0,0919,09,44525
ssshhhhttt he's asking her a question,1,0919,09,44526
can you really live the rest of your life never knowing what we could have been,0,0919,09,44527
i don't have a choice,0,0919,09,44528
yes you do yes you do i'm the one who doesn't have a choice because i because i can't stop loving you,0,0919,09,44529
don't say that,0,0919,09,44530
tell me to stop just tell me to stop,0,0919,09,44531
cut,0,0919,09,44532
no or cut you know that's your call,1,0919,09,44533
it was the duck in particular was superb,0,0919,09,44534
thank you you haven't said anything,3,0919,09,44535
actually i do have one small complaint,0,0919,09,44536
oh please i i welcome criticism,3,0919,09,44537
the musician right outside the restaurant it's kind of a mood killer,0,0919,09,44538
what musician,3,0919,09,44539
and there's a country called argentinaaaa it's a place i've never seeeeen but i'm told for fifty pesos you can buy a human spleen humaaan spleeeeen ol&egrave;,6,0919,09,44540
what are you doing here,3,0919,09,44541
well you said that you had customers lined up in the street so i am here to entertain,6,0919,09,44542
great,3,0919,09,44543
yeah it really has been great too you know some of this people must have seen me play before because they were requesting a bunch of my songs yeah you suck and shut up and go home,6,0919,09,44544
listen phoebe,3,0919,09,44545
you know how much i love listening to your music you know but,3,0919,09,44546
but what,6,0919,09,44547
this is kind of a classy place,3,0919,09,44548
hi chandler bing i have a reservation,4,0919,09,44549
welcome to the chestnut inn mr bing so where are you joining from,0,0919,09,44550
new york,4,0919,09,44551
the big apple,2,0919,09,44552
i'm sorry he's a little bit wound up we had to stop at every maple candy stand on the way here,4,0919,09,44553
yeah i ate all my gifts for everybody,2,0919,09,44554
i am sorry mr bing there's no record of your reservation in the computer,0,0919,09,44555
well that's impossible can you check again please,4,0919,09,44556
check again please,2,0919,09,44557
i'm sorry it's not here,0,0919,09,44558
not there,2,0919,09,44559
let me get this straight i called yesterday trying to cancel my reservation and i was told it was not refundable then we drove six hours all the way up here and now you tell me that we don't have a reservation,4,0919,09,44560
i don't know what to say,0,0919,09,44561
she doesn't know what to say,2,0919,09,44562
just give us the cheapest room you have,4,0919,09,44563
unfortunatly the only thing we have available is our deluxe suite the rate is six hundred dollars,0,0919,09,44564
that's insane,4,0919,09,44565
totally insane dude let's drive home we'll hit all the maple candy stores on the way back and if if they're closed maybe we'll tap a tree and make some ourselves,2,0919,09,44566
does that room have a closet i can lock him in we'll take it,4,0919,09,44567
great,0,0919,09,44568
what they are totally ripping us off,4,0919,09,44569
dude don't worry 'bout it i know how we can make your money back this is a nice hotel you know plenty of amenities we just load up on those like those apples instead of taking one i'm i take six,2,0919,09,44570
great at a hundred dollars an apple we're there,4,0919,09,44571
c'mon you get the idea ow ow ow we'll make our money back in no time,2,0919,09,44572
dude you're shaking,4,0919,09,44573
i think it's the sugar could you hold the apple,2,0919,09,44574
joey i gotta tell ya i've been thinking all day about that scene you did i mean you were amazing,1,0919,09,44575
oh you know the writing was good and the director is good and and my co star's good but they're not as good as me,5,0919,09,44576
god you have to tell me what happens tomorrow,1,0919,09,44577
ow i'm just going over the script now you wanna read lines with me,5,0919,09,44578
me oh no i am not an actress,1,0919,09,44579
oh all right i can ask monica,5,0919,09,44580
oh screw her that part is mine,1,0919,09,44581
right ok so just from the top of the page right here,5,0919,09,44582
okay hello drake i'm surprised to see you here,1,0919,09,44583
i can't believe you married him,0,0919,09,44584
but what choice did i have he was keeping my sister in a dungeon,0,0919,09,44585
so what about us everything we feel for each other,0,0919,09,44586
it's over you have to accept that,0,0919,09,44587
kiss me,1,0919,09,44588
what,5,0919,09,44589
kiss me,1,0919,09,44590
ah rach it doesn't say that,5,0919,09,44591
no i'm saying,1,0919,09,44592
but but,5,0919,09,44593
just don't talk,1,0919,09,44594
ehhh aw well that's new,1,0919,09,44595
what did you get,2,0919,09,44596
usa today,4,0919,09,44597
nice put it with the others,2,0919,09,44598
and i also got two more apples,4,0919,09,44599
we are four short of a bush o god i feel so alive i love being in the country,2,0919,09,44600
i also got this great salt and pepper shaker from the restaurant,4,0919,09,44601
dude none of this is cool,0,0919,09,44602
no chandler you have to find the line between stealing and taking what the hotel owes you for example,2,0919,09,44603
i think i know what you mean though the lamp is the hotel's but the bulbs oh you already got that,4,0919,09,44604
not my first time in a hotel my friend,2,0919,09,44605
no no no you can't take the remote control,2,0919,09,44606
thank you thank you very much,4,0919,09,44607
let's celebrate with some maple candy,2,0919,09,44608
no,4,0919,09,44609
at least tell me where you hid it,2,0919,09,44610
can i ask you a question,1,0919,09,44611
have you ever had any weird romantic dreams,1,0919,09,44612
let me think oh when i was younger i used to dream that i got married to mayor mccheese and on our wedding night i ate his head,3,0919,09,44613
ok well this is like that in no way i had a i had a dream last night that i wanted to kiss joey,1,0919,09,44614
wow do you mean like kiss him kiss him,3,0919,09,44615
oh yeah i mean that was pretty intense,1,0919,09,44616
what do you think brought than on,3,0919,09,44617
i don't know i mean maybe that's something to do with the fact that i saw him do a love scene yesterday,1,0919,09,44618
a love scene with who,3,0919,09,44619
olivia,1,0919,09,44620
olivia i thought she was marrying connor oh right real life more important,3,0919,09,44621
so do you think that my dream means anything,1,0919,09,44622
i don't know i mean you saw him do a love scene so maybe you don't have a thing for joey maybe you have a thing for drake,3,0919,09,44623
ah well it was joey reading drake's lines in the dream,1,0919,09,44624
of course it was trust me when it comes to psychology i know what i'm talking about i took two psych classes in college,3,0919,09,44625
you took the same class twice,1,0919,09,44626
it was hard,3,0919,09,44627
here monica look what i got to wear when i play at the restaurant uh huh wait right i mean this might even class up the ballad of the uncircumcised man,6,0919,09,44628
oh phoebe maybe i wasn't clear before i really love listening to your music here but my restaurant is sort of an upscale place,3,0919,09,44629
right yeah ok i'll ask the butler to fetch my diamonds out of the vault,6,0919,09,44630
phoebe it's not what you wear it's sort of your songs i just don't think you should play at the restaurant anymore,3,0919,09,44631
oh ok fine i'll just i'll take the hat back,6,0919,09,44632
hey so you guys the funniest thing happened at work,1,0919,09,44633
my songs aren't good enough for your restaurant,6,0919,09,44634
ok we're still on that,1,0919,09,44635
i didn't say your songs were not good enough,3,0919,09,44636
then what's wrong with them would they not go with your tiny portions of pretentious food,6,0919,09,44637
tiny portions,3,0919,09,44638
yeah well excuse me i ordered the smoked salmon appetizer but i can't see it i can't see it,6,0919,09,44639
phoebe it's not about quantity,3,0919,09,44640
well it's not about quality,6,0919,09,44641
oh really you want to talk about quality have you heard of a key it's what some people sing in,3,0919,09,44642
well at least all my songs don't taste like garlic yeah there are other ingredients monica,6,0919,09,44643
ok so that's what we're doing you know when i'm in the coffee house bopping along to one of your songs i'm wearing ear plugs,3,0919,09,44644
ear plugs or cloves of garlic,6,0919,09,44645
you know what i take back what i said before you keep playing at the restaurant because with your music driving people inside my bar sales are going up like crazy,3,0919,09,44646
what are people having the garlic martini,6,0919,09,44647
here's your copy of the bill we hope you enjoyed your stay,0,0919,09,44648
oh we did and you still have all your lamps,4,0919,09,44649
oh i didn't factor in the room tax,4,0919,09,44650
oh dude don't worry about it i found an unattended maid's car we're way ahead of the game,2,0919,09,44651
what,4,0919,09,44652
there's something new in the bowl,2,0919,09,44653
look we have enough just walk away,4,0919,09,44654
no but i want i want the pinecones,2,0919,09,44655
there's a forest right outside,4,0919,09,44656
it's not the same,2,0919,09,44657
thank you for a delightful stay,2,0919,09,44658
food here at 'javu' will kill you the food here at 'javu' will kill you,6,0919,09,44659
thank god it's just you i thought someone was swinging a bag of cats against the wall,3,0919,09,44660
you'd better get back in that kitchen monica the garlic is not gonna overuse itself,6,0919,09,44661
ok you have to stop playing now,3,0919,09,44662
why the only person my playing is bothering is you,6,0919,09,44663
oh yeah ok let's settle this come on,3,0919,09,44664
get your garlic peelers off me,6,0919,09,44665
excuse me excuse me hi i'm monica geller i'm the head chef here ok i was actually expecting a little applause there but whatever ok quick question,3,0919,09,44666
ok ok how many of you enjoyed the music outside ha,6,0919,09,44667
alright let me ask you this question,3,0919,09,44668
ok well who identified the tone of this restaurant as pretentious comma garlicky,6,0919,09,44669
ok who thinks the food is delicious and a little pretention never hurt anyone,3,0919,09,44670
ok well alright who thinks the food is fine the music was fine but your evening was ruined by this incessant poll taking,6,0919,09,44671
excuse us alright here's a question,3,0919,09,44672
oh who was so stupid and stubborn that she lashed out against her friend's cooking which she actually thinks is pretty great,6,0919,09,44673
ooohh hey wanna stick around and i'll whip you up some dinner,3,0919,09,44674
yeah as long as it's free food here is ridiculously over p,6,0919,09,44675
who's hoping the hand raising thing is still cute enough that you won't hate me,6,0919,09,44676
joey do you have peanut butter on the back of your head,1,0919,09,44677
oh man i thought i got it all,5,0919,09,44678
how how,1,0919,09,44679
i was making a peanut butter smoothy right,5,0919,09,44680
and i couldn't find this little plastic thing that goes on top of the blender and i thought well how important can that be right turns out very,5,0919,09,44681
what,5,0919,09,44682
what how is it going with drake,1,0919,09,44683
oh i don't think it's going very well,5,0919,09,44684
what that scene i saw was so good,1,0919,09,44685
well i'm feeling really insecure about the one we are shooting tomorrow,5,0919,09,44686
joey is this that thing that you do when you say you're bad so i'll give you a compliment,1,0919,09,44687
a little yeah no i really am worried you know i mean i have to make it convincing that i'm in love with olivia,5,0919,09,44688
so,1,0919,09,44689
so i've never played that,5,0919,09,44690
ooh honey it can't be that hard i mean you've been in love before,1,0919,09,44691
uh well just once with you,5,0919,09,44692
ok this could be a little awkward i'm just going to blow past it well can't you just use that method actor thing where you use your real life memories to help you in your performance,1,0919,09,44693
what the hell are you talking about,5,0919,09,44694
alright alright look just uh just try to remember how you felt when you were in love and think about that when you're playing the scene,1,0919,09,44695
joey you never you never talked about that before,1,0919,09,44696
thanks dude this is great closing credits,5,0919,09,44697
i got you something from vermont,4,0919,09,44698
besides tampons and salt ooh my god maple candy that's so sweet of you that's weird it's empty,3,0919,09,44699
hi you guys what's going on you you guys wanna hang out or do you do you guys hear a buzzing,2,0919,09,44700
sheldon epps,0,0920,09,44701
hey you guys what are you doing tomorrow night,5,0920,09,44702
well let me see i i believe i'm yes falling asleep in front of the tv,4,0920,09,44703
look my agent hooked me up with six tickets to a great play,5,0920,09,44704
i could fall asleep at a play,4,0920,09,44705
what is it,6,0920,09,44706
it's a one woman play called why don't you like me,5,0920,09,44707
it sounds interesting,3,0920,09,44708
yeah it does sound interesting i mean to listen to a woman complain for two hours i don't think it gets bett,2,0920,09,44709
i know i know we can drive we can vote we can work what more do these broads want,6,0920,09,44710
you guys are gonna have a great time i promise,5,0920,09,44711
what how come that you don't have to go,2,0920,09,44712
i wish i could but i just found out that i have to be at work really early the next day so i can't go but you know take the extra ticket and invite whoever you want,5,0920,09,44713
uh let's see who do i hate,4,0920,09,44714
ooh oooh oh ah can i ask you a question,1,0920,09,44715
do you think it's possible for two friends to fool around and and not have it be a big deal,1,0920,09,44716
no i don't think it ever works why,3,0920,09,44717
no reason,1,0920,09,44718
no no rachel,3,0920,09,44719
who do you wanna fool around with,3,0920,09,44720
nobody forget it,1,0920,09,44721
maybe,1,0920,09,44722
you can't,3,0920,09,44723
why seriously i did not understand a word that you said,1,0920,09,44724
in the hall,3,0920,09,44725
you wanna fool around with joey,3,0920,09,44726
yeah you know ever since i had that dream about him and can't get it out of my head and what's the big deal people do it all the time,1,0920,09,44727
who who do you know that are friends that just fool around,3,0920,09,44728
ok off the top of my head don and janet,1,0920,09,44729
i know them from work,1,0920,09,44730
both of them,3,0920,09,44731
no one of them,1,0920,09,44732
i don't know what were the names i just said,1,0920,09,44733
rachel things can get incredibly complicated,3,0920,09,44734
all right all right you're right i won't do anything with joey i just thought that we ok so that would be two cups of tarragon one pound of baking soda and one red onion,1,0920,09,44735
what the hell are you cooking opening credits,3,0920,09,44736
hey you guys won't believe what i have to do for work today,2,0920,09,44737
yes but ross you chose a career of talking about dinosaurs,4,0920,09,44738
there're these two professors who are joining my department and i have to meet them here and show them around campus,2,0920,09,44739
what's so bad about that,3,0920,09,44740
it's i just know they're gonna be a couple of windbags wearing tweed jackets with suede elbow patches,2,0920,09,44741
these aren't suede,2,0920,09,44742
excuse me i'm looking for someone you don't by any chance know a ross geller,0,0920,09,44743
no,0,0920,09,44744
hi hi i'm ross geller,2,0920,09,44745
oh hi i'm professor wealer,0,0920,09,44746
oh oh that's that's that's nice,2,0920,09,44747
it's a it's good to meet you thank you so much for taking the time out to show me around,0,0920,09,44748
oh no it's no big deal i mean if i weren't doing this i'd just you know be at the gym working out,2,0920,09,44749
is he gonna introduce us,3,0920,09,44750
no i think we're just blurry shapes to him now,4,0920,09,44751
and by the way i really enjoyed your paper on the connection between geographic isolation and rapid mutagenesis,0,0920,09,44752
oh ha i wrote that in one minute,2,0920,09,44753
twenty bucks says they're married within the month,3,0920,09,44754
we should probably get going you know we got a lot of ground to cover,2,0920,09,44755
oh ah isn't there another professor that is supposed to come with us,0,0920,09,44756
i'm pretty sure professor spafford from cornell,0,0920,09,44757
oh well he's obviously late and the rule in my class is if you can't come on time then don't come at all an option that many of my students use shall we,2,0920,09,44758
you don't think we should wait for him,0,0920,09,44759
you know what he's a big boy i'm sure he'll find us ok,2,0920,09,44760
professor geller,0,0920,09,44761
hi joey it's jane rogers can't wait for your party tonight listen i forgot your address can you give me a call thanks bye,0,0920,09,44762
what's happenin',5,0920,09,44763
yeah it's a real shame you can't make it to that one woman show tonight,1,0920,09,44764
oh i'd love to but i gotta get up so early the next day and so you know me work comes first,5,0920,09,44765
hi joey it's jane rogers can't wait for your party tonight,0,0920,09,44766
stupid jane rogers,5,0920,09,44767
you are having a party tonight,1,0920,09,44768
kinda have a a thing for the days of our life's people,5,0920,09,44769
and you weren't going to tell us how did you think you were gonna get away with that,1,0920,09,44770
i do it every year,5,0920,09,44771
you do that every year,1,0920,09,44772
i didn't have to tell you that i'm stupider than jane rogers,5,0920,09,44773
oh that's why you got these tickets to that play to get rid of us,1,0920,09,44774
and last year is that why you sent us to that medieval times restaurant,1,0920,09,44775
oh and the year before that when you set up that nighttime tour of that button factory,1,0920,09,44776
i can't believe you guys went for that one,5,0920,09,44777
joey why wouldn't you invite us to your parties,1,0920,09,44778
you're fine ok but everyone else acts like an idiot around famous people,5,0920,09,44779
well then so you just invite me,1,0920,09,44780
please i was trying to be nice you're the worst one,5,0920,09,44781
oh joey come on please please let me come i will behave i promise i will behave please please please,1,0920,09,44782
ok ok fine you can come but don't tell anybody else it's up on the roof at 8,5,0920,09,44783
oh a soap opera roof party i'm going to a soap opera roof party oh my god oh my god and it's out of my system,1,0920,09,44784
and then my wife and i went on a cruise to the galapagos there was a sea food buffet you wouldn't believe there were clams and mussels and oysters and cracked crab and snow crab and king crab it's a pity i'm allergic to shellfish,0,0920,09,44785
so where did you get your undergraduate degree,2,0920,09,44786
and that's not all i'm allergic to,0,0920,09,44787
i'm also allergic to peanuts and cashews and almonds and filberts,0,0920,09,44788
so basically all nuts,2,0920,09,44789
interestingly no,0,0920,09,44790
kinda playing fast and loose with the word interesting,0,0920,09,44791
if you'll excuse me i'm going to use the restroom,0,0920,09,44792
i've lost the will to live,2,0920,09,44793
what,2,0920,09,44794
come on he's still in the bathroom i'm begging you,0,0920,09,44795
oh ok fine but ehm i just have one question for you ehm when we exit should we walk or run or prance or stroll,2,0920,09,44796
stop it stop it he talks slow but he might pee fast ok let's go,0,0920,09,44797
oh hey you guys this is charlie charlie this is phoebe and my sister monica,2,0920,09,44798
yeah charlie is gonna be joining my department,2,0920,09,44799
oh you're a paleonthologist too oh ok now what do you think of ranion's new theory of species' variegation in segmented arthopods,6,0920,09,44800
well i think he's a little out there but he does have some interesting ideas,0,0920,09,44801
ah ah,6,0920,09,44802
oh i'm sorry i'll take this excuse me,0,0920,09,44803
ranion's theory of species variegation,2,0920,09,44804
yeah i saw the article on your coffee table and i memorized the title to freak you out,6,0920,09,44805
so did you two have fun,3,0920,09,44806
oh my god she's great i mean we we have so much in common and she's just cool and funny,2,0920,09,44807
and i don't know if you've noticed but she's a hotty hi,3,0920,09,44808
hey hi you guys listen you know what i'm not feeling really well i think i can't get out for the play,1,0920,09,44809
i don't know i think it's kind of serious oh you know i was watching this thing on tv this morning about newcastle disease and i think i might have it,1,0920,09,44810
oh newcastle disease is a secretion borne virus that only affects chickens and other poultry,0,0920,09,44811
i'm sorry rachel this is charlie wealer she's a collegue,2,0920,09,44812
oh hi i would check your hand but i'm sure you don't want to get my chicken disease,1,0920,09,44813
hey rachel can can i see you for a sec,3,0920,09,44814
you're not sick,3,0920,09,44815
ok then why are you all dressed up,3,0920,09,44816
when you're sick you do whatever you can to make yourself feel better,1,0920,09,44817
you just wanna stay home so you can make a move on joey,3,0920,09,44818
oh no no i heard you before that is so not what this is,1,0920,09,44819
ok joey is having a secret days of our lives party up on the roof and he sent you guys to the play to get rid of you,1,0920,09,44820
what,3,0920,09,44821
wh what's going on,2,0920,09,44822
joey is having a secret days of our lives party up on the roof,3,0920,09,44823
and he didn't want you guys to know about it but i came over here to tell you,1,0920,09,44824
i thought you came to say you were sick,0,0920,09,44825
joey's having a party and he wasn't gonna invite us,6,0920,09,44826
yeah and he does it every year that's why he's sending you to that play that's why he sent us to that medieval restaurant and to that button factory,1,0920,09,44827
and that horrible museum tour,6,0920,09,44828
no i arranged that,2,0920,09,44829
hey you guys i'm turning in have fun,5,0920,09,44830
we know about your party joey,6,0920,09,44831
what party,5,0920,09,44832
the game's over take off your robe,3,0920,09,44833
no cover it up,0,0920,09,44834
nice to meet ya,5,0920,09,44835
hey hey alright hey glad you could make it thanks for coming,5,0920,09,44836
oh my god kyle lowder,3,0920,09,44837
i love you,3,0920,09,44838
hey that's why i didn't invite you you have to calm down alright go go get yourself a drink or something,5,0920,09,44839
oh yeah that's what you want my inhibitions lowered,3,0920,09,44840
oh my god can you believe we are surrounded by all this i can barely control myself,3,0920,09,44841
monica you might want to remember that you are married where is chandler anyway,6,0920,09,44842
where the hell is everybody,4,0920,09,44843
why don't you like me chapter one,0,0920,09,44844
hey joey said no autographs but if she's gettting one then i want one too,3,0920,09,44845
ok actually mon matthew was just giving me his phone number,1,0920,09,44846
oh man if i had known i was coming to this party i never would have gotten married,3,0920,09,44847
it was nice to meet you rachel,0,0920,09,44848
nice to meet you,1,0920,09,44849
call me,0,0920,09,44850
we will,3,0920,09,44851
look at you with all the guys,3,0920,09,44852
i guess you have forgotten all about joey,3,0920,09,44853
yeah well i guess i have forgotten about joey and clearly you've forgotten about chandler,1,0920,09,44854
please chandler is the love of my life oooh leather pants have mercy,3,0920,09,44855
so eh it's probably gonna be hard for you to leave boston huh,2,0920,09,44856
actually i'm kinda happy to be leaving i just broke up with someeone,0,0920,09,44857
ooh so sad still it can't be easy for you to leave harvard especially after working alongside a nobel prize winner like albert wintermeyer,2,0920,09,44858
actually alby is the guy i broke up with,0,0920,09,44859
you you dated albert wintermeyer,2,0920,09,44860
and you called him alby i mean that's like like calling albert einstein er alby,2,0920,09,44861
yeah well he is a brilliant man,0,0920,09,44862
eh you think i mean you went out with a guy who improved the accuracy of radiocarbon dating by a factor of 10,2,0920,09,44863
yes and while that is everything one looks for in a boyfriend he had a lot of issues,0,0920,09,44864
oh like what oh i'm sorry i don't mean to pry it's just that this must be what regular people experience when they watch access hollywood,2,0920,09,44865
ok you want the dirt alby was seriously insecure i mean he was really intimidated by the guy i dated before him,0,0920,09,44866
who is intimidating to a guy who won the nobel prize,2,0920,09,44867
a guy who won two,0,0920,09,44868
two wha don't tell me you dated benjamin hobart,2,0920,09,44869
oh my god have you ever been in a relationship with someone who hasn't won the nobel prize,2,0920,09,44870
no bu but there was my first boyfriend billy,0,0920,09,44871
oh yeah no no nobel prizes for him,2,0920,09,44872
no but he did just win the mcarthur genius grant,0,0920,09,44873
huh huh what a loser some more wine,2,0920,09,44874
how is it going with charlie,0,0920,09,44875
oh great after i finish my wine i'm going to blow my eh average sized brains out,2,0920,09,44876
she she only dates geniuses and nobel prize winners oh my god at the chinese restaurant earlier today i put chopsticks in my mouth and pretented to be a woolly mammoth,2,0920,09,44877
i always loved that,1,0920,09,44878
of course you would your brains are smaller than mine man i can't compete with the guys she goes out with they are so out of my league oh my god,2,0920,09,44879
worse,6,0920,09,44880
oh much much worse i did my impression of joan rivers as one of the earliest amphibians can we walk oh you you like that,2,0920,09,44881
no,6,0920,09,44882
what,2,0920,09,44883
come on i think this is funny,1,0920,09,44884
well i bet you are all thinkin' now would be a really great time for an intermission huh,0,0920,09,44885
well you're not gonna get one because in life there are no intermissions people chapter 7,0,0920,09,44886
i i don't know you seem lovely,4,0920,09,44887
hey ross this is one of my co stars dirk dirk this is my good friend ross,5,0920,09,44888
nice to meet you,2,0920,09,44889
hey so what show are you on,0,0920,09,44890
oh i'm no actor i'm a professor of palaeontology,2,0920,09,44891
it's a science,5,0920,09,44892
oh hey well listen i play a scientist on days and my character has just won the nobel prize,0,0920,09,44893
