text2,label,episode,season,places,ids,text1,label_prev
hi ok you're ready to go pick up phoebe and go shopping,1,0922,09,1,45213,is that a hint because we love you doctor connelly but we don't think we'd want you to be our child wow talking about an inhospitable environment,4.0
oh yeah let's do it,0,0922,09,1,45214,hi ok you're ready to go pick up phoebe and go shopping,1.0
alright have a good time,5,0922,09,1,45215,oh yeah let's do it,0.0
not gonna find any clothes in there,1,0922,09,1,45216,alright have a good time,5.0
guess who's up for keynote speaker at the national paleontology conference,2,0922,09,1,45217,not gonna find any clothes in there,1.0
umh kurts baley,0,0922,09,1,45218,guess who's up for keynote speaker at the national paleontology conference,2.0
yeah right what was last time he met a submission deadline for an abstract well why are you laughing,2,0922,09,1,45219,umh kurts baley,0.0
just seeing what it'd be like to be a paleontologist it's fun yeah,5,0922,09,1,45220,yeah right what was last time he met a submission deadline for an abstract well why are you laughing,2.0
so you're up for keynote speaker who's making the decisions,0,0922,09,1,45221,just seeing what it'd be like to be a paleontologist it's fun yeah,5.0
professor sherman yeah i've a meeting with him today,2,0922,09,1,45222,so you're up for keynote speaker who's making the decisions,0.0
he's a pretty tough guy to impress,0,0922,09,1,45223,professor sherman yeah i've a meeting with him today,2.0
yeah well i think i know how to dazzle him,2,0922,09,1,45224,he's a pretty tough guy to impress,0.0
oh you're not gonna do a magic trick are ya,1,0922,09,1,45225,yeah well i think i know how to dazzle him,2.0
tsz no,2,0922,09,1,45226,oh you're not gonna do a magic trick are ya,1.0
i think i can safely say that we all have family issues work stuff and/or are sick,4,0922,09,1,45228,wait a minute you guys oh i wanna ask you something i i i may get to speak at this paleontology convention and if i do i'd love for you guys to come and hear me,2.0
it's in barbados,2,0922,09,1,45229,i think i can safely say that we all have family issues work stuff and/or are sick,4.0
but you come first,4,0922,09,1,45230,it's in barbados,2.0
i'm there,1,0922,09,1,45231,but you come first,4.0
we'll see you guys,0,0922,09,1,45232,i'm there,1.0
all right so how did it go at the fertility clinic,5,0922,09,1,45233,we'll see you guys,0.0
not as much fun as last time apparently you only get porn if you're giving a sperm sample,4,0922,09,1,45234,all right so how did it go at the fertility clinic,5.0
so so what did the doctor say,2,0922,09,1,45235,not as much fun as last time apparently you only get porn if you're giving a sperm sample,4.0
well there's surrogacy but monica has dreamt her whole life of carrying a child she has felt that watching a surrogate would be too hard for her,4,0922,09,1,45236,so so what did the doctor say,2.0
so you're ruling out surrogacy,5,0922,09,1,45237,well there's surrogacy but monica has dreamt her whole life of carrying a child she has felt that watching a surrogate would be too hard for her,4.0
aside from adoption the only other choice is insemination so we're talking about sperm donors,4,0922,09,1,45239,so i don't have to learn what that means,5.0
enough said i'm there for you man where is she upstairs,5,0922,09,1,45240,aside from adoption the only other choice is insemination so we're talking about sperm donors,4.0
ah ha,4,0922,09,1,45241,enough said i'm there for you man where is she upstairs,5.0
how do you feel about all this,2,0922,09,1,45242,ah ha,4.0
i wish there was an easier way for us to have a child but i don't think there is one,4,0922,09,1,45243,how do you feel about all this,2.0
come on ross be a good guy step up and do it,5,0922,09,1,45244,i wish there was an easier way for us to have a child but i don't think there is one,4.0
what,2,0922,09,1,45245,come on ross be a good guy step up and do it,5.0
mmm mm,0,0922,09,0,45248,the data we are receiving from mri scans and dna testing of these fossils are are staggering,2.0
oh that's not what you want,2,0922,09,0,45249,mmm mm,0.0
incentive for men,0,0922,09,0,45250,oh that's not what you want,2.0
oh i'll take some of that,6,0922,09,0,45251,incentive for men,0.0
pheebs that's for men,1,0922,09,0,45252,oh i'll take some of that,6.0
no i know this way when i go to the party later mike will know i am over him cause i'm gonna smell like another guy yeah,6,0922,09,0,45253,pheebs that's for men,1.0
so you know what i really like those jackets with the shoulder pads on them where do you think those would be,0,0922,09,0,45255,ok oh good i'm dating a russian cab driver seriously does anyone buy this i smell like beets,6.0
on melanie griffith in working girl i think what you want is over here,1,0922,09,0,45256,so you know what i really like those jackets with the shoulder pads on them where do you think those would be,0.0
see i told you i needed someone oh you know by the way as a thank you i would really love to take you out,0,0922,09,0,45257,on melanie griffith in working girl i think what you want is over here,1.0
oh i can't because i i've seen them,1,0922,09,0,45259,yeah actually joey and i are going to the movies tonight wanna come,0.0
you've seen all the movies,0,0922,09,0,45260,oh i can't because i i've seen them,1.0
yeah i'm a big fan of the movies you know motion pictures the talkies,1,0922,09,0,45261,you've seen all the movies,0.0
hey rach will you come with me to a dressing room,6,0922,09,0,45262,yeah i'm a big fan of the movies you know motion pictures the talkies,1.0
wha you know maybe we can do something else,0,0922,09,0,45263,hey rach will you come with me to a dressing room,6.0
you know that depends on what it is i've done a lot of stuff,1,0922,09,0,45264,wha you know maybe we can do something else,0.0
so what were you doing out there do you not like charlie,6,0922,09,0,45265,you know that depends on what it is i've done a lot of stuff,1.0
she's ok i just don't get a really good vibe from her,1,0922,09,0,45266,so what were you doing out there do you not like charlie,6.0
why,6,0922,09,0,45267,she's ok i just don't get a really good vibe from her,1.0
i don't know you know just the way she waltzed in here all smart and tall you know and just swept joey off his feet i mean nobody else has a chance,1,0922,09,0,45268,why,6.0
who else,6,0922,09,0,45269,i don't know you know just the way she waltzed in here all smart and tall you know and just swept joey off his feet i mean nobody else has a chance,1.0
anybody you me you know monica's mom,1,0922,09,0,45270,who else,6.0
you like joey,6,0922,09,0,45271,anybody you me you know monica's mom,1.0
shhhhh phoebe all right look i have a little thing for him,1,0922,09,0,45272,you like joey,6.0
uh wow isn't it ironic that he liked you and now you like him,6,0922,09,0,45274,it's just physical and i have it totally under control ok it's just when i see them together sometimes i just get a little jealous,1.0
i know i know so it is just not a big deal,1,0922,09,0,45276,oh well as long as it is under control you know you can't do anything about it he's already dating her and she is a nice person that wouldn't be right,6.0
any chance charlie has a deaf twin,6,0922,09,0,45279,ok great because i gotta get out of here the smell of beets is killing me,1.0
hey look i brought a friend for dinner this is zack from work,4,0922,09,2,45280,any chance charlie has a deaf twin,6.0
oh of course it's so nice to see you again zack,3,0922,09,2,45281,hey look i brought a friend for dinner this is zack from work,4.0
you too,0,0922,09,2,45282,oh of course it's so nice to see you again zack,3.0
you guys haven't actually met before but boy you're both polite go to have a seat zack and i'll get you a beer,4,0922,09,2,45283,you too,0.0
i got it,3,0922,09,2,45284,you guys haven't actually met before but boy you're both polite go to have a seat zack and i'll get you a beer,4.0
so zack's pretty nice uh,4,0922,09,2,45285,i got it,3.0
excuse me,3,0922,09,2,45287,so how would you like to have a baby that's half yours and half his,4.0
well we're talking about sperm donors and zack may be the guy i mean look he's intelligent he's healthy he's athletic i mean he is spermtastic,4,0922,09,2,45288,excuse me,3.0
chandler this is crazy what did you even say to him come up meet my wife give us your sperm,3,0922,09,2,45289,well we're talking about sperm donors and zack may be the guy i mean look he's intelligent he's healthy he's athletic i mean he is spermtastic,4.0
no i invited him to dinner so you could get a chance to get to know him i mean if we go through a sperm bank you never meet the guy get to check him out,4,0922,09,2,45290,chandler this is crazy what did you even say to him come up meet my wife give us your sperm,3.0
chandler,3,0922,09,2,45291,no i invited him to dinner so you could get a chance to get to know him i mean if we go through a sperm bank you never meet the guy get to check him out,4.0
i'm telling you he's great i mean even if my sperm worked fine i'd think he'd be the way to go,4,0922,09,2,45292,chandler,3.0
i'm not going to be a part of this you can't just bring some random guy at home and expect him to be our sperm donor,3,0922,09,2,45293,i'm telling you he's great i mean even if my sperm worked fine i'd think he'd be the way to go,4.0
zack,4,0922,09,2,45295,uh,3.0
thanks do you have a coaster i don't wanna make a ring,0,0922,09,2,45296,zack,4.0
tell me about yourself zack,3,0922,09,2,45297,thanks do you have a coaster i don't wanna make a ring,0.0
oh god do you think she heard it would be so bad if she heard,1,0922,09,0,45298,tell me about yourself zack,3.0
well maybe she didn't hear ok i'm gonna go into that dressing room you stay in here and i'll talk and see if you can hear me,6,0922,09,0,45299,oh god do you think she heard it would be so bad if she heard,1.0
oh thank god i can't hear a word that you're saying,1,0922,09,0,45300,well maybe she didn't hear ok i'm gonna go into that dressing room you stay in here and i'll talk and see if you can hear me,6.0
i didn't say anything yet,6,0922,09,0,45301,oh thank god i can't hear a word that you're saying,1.0
well get back in there and talk,1,0922,09,0,45302,i didn't say anything yet,6.0
i'm rachel it's so annoying when i put emma on the phone to talk with my friends,6,0922,09,0,45303,well get back in there and talk,1.0
what,1,0922,09,0,45304,i'm rachel it's so annoying when i put emma on the phone to talk with my friends,6.0
well some things are just hard to say to your face,6,0922,09,0,45305,what,1.0
ok well i heard that which means that she heard it too,1,0922,09,0,45306,well some things are just hard to say to your face,6.0
ooh we have a problem,6,0922,09,0,45307,ok well i heard that which means that she heard it too,1.0
oh what are we gonna do,1,0922,09,0,45308,ooh we have a problem,6.0
just be honest with her,0,0922,09,0,45309,oh what are we gonna do,1.0
alright enough out of you,1,0922,09,0,45311,and it is annoying when parents put their baby on the phone,0.0
joey hey i need to talk to charlie is she there,2,0922,09,3,45312,alright enough out of you,1.0
no no eh she went shopping with rachel why what's up,5,0922,09,3,45313,joey hey i need to talk to charlie is she there,2.0
i'm meeting with professor sherman about my being the keynote speaker,2,0922,09,3,45314,no no eh she went shopping with rachel why what's up,5.0
what but i already bought my ticket to bermuda,5,0922,09,3,45316,it could be better he uhm he fell asleep,2.0
barbados,2,0922,09,3,45317,what but i already bought my ticket to bermuda,5.0
fine i'll rent a car and drive ross you have to get that job,5,0922,09,3,45318,barbados,2.0
what am i supposed to do he's out cold in fact he was just talking in his sleep before and evidently he wants someone named fran to spank him harder,2,0922,09,3,45319,fine i'll rent a car and drive ross you have to get that job,5.0
well just wake him up,5,0922,09,3,45320,what am i supposed to do he's out cold in fact he was just talking in his sleep before and evidently he wants someone named fran to spank him harder,2.0
i can't if he realizes that i'm the one that put him to sleep i won't get the job,2,0922,09,3,45321,well just wake him up,5.0
oh i'm gonna go wash up first thanks,0,0922,09,0,45322,i can't if he realizes that i'm the one that put him to sleep i won't get the job,2.0
so what do you think i want that guys genes for my kid those eyes those cheeckbones,4,0922,09,0,45323,oh i'm gonna go wash up first thanks,0.0
ok there's enthusiastic and there's just plain gay,3,0922,09,0,45324,so what do you think i want that guys genes for my kid those eyes those cheeckbones,4.0
alright just follow my lead,4,0922,09,0,45326,i think he is fine it's just that we don't know anything real about him we should get more information,3.0
you guys have such a great place here,0,0922,09,0,45327,alright just follow my lead,4.0
oh thanks i'm crazy about our place hey speaking of crazy do you have a history of mental illness in the family,4,0922,09,0,45328,you guys have such a great place here,0.0
uhm no although i did have an uncle who voted for dukakis,0,0922,09,0,45329,oh thanks i'm crazy about our place hey speaking of crazy do you have a history of mental illness in the family,4.0
that's really not the kind of thing we are looking for zack,4,0922,09,0,45330,uhm no although i did have an uncle who voted for dukakis,0.0
okaaay so eh so tell me how did you guys meet,0,0922,09,0,45331,that's really not the kind of thing we are looking for zack,4.0
oh friends first drunk in london you know the story i've got a better question for you,3,0922,09,0,45332,okaaay so eh so tell me how did you guys meet,0.0
no,0,0922,09,0,45333,oh friends first drunk in london you know the story i've got a better question for you,3.0
eh heart disease alzheimers gout,3,0922,09,0,45334,no,0.0
you guys don't have people for dinner a lot huh,0,0922,09,0,45335,eh heart disease alzheimers gout,3.0
we're just making conversation,3,0922,09,0,45336,you guys don't have people for dinner a lot huh,0.0
ok i heard a joke today it's pretty funny,0,0922,09,0,45337,we're just making conversation,3.0
you know what's not funny male pattern baldness,4,0922,09,0,45338,ok i heard a joke today it's pretty funny,0.0
ok listen you guys have shown a lot of interest in me tonight and i'm flattered and and quite frankly a little frightened can we just talk about something else,0,0922,09,0,45339,you know what's not funny male pattern baldness,4.0
i noticed you were enjoying that ravioli with a beautiful set of teeth did you have braces as a child,4,0922,09,0,45341,ravioli's delicious,0.0
no i didn't,0,0922,09,0,45342,i noticed you were enjoying that ravioli with a beautiful set of teeth did you have braces as a child,4.0
we're teeth people zack,4,0922,09,0,45343,no i didn't,0.0
alright let's just do it let's just go over there and see if she heard,1,0922,09,0,45344,we're teeth people zack,4.0
oh i'm sorry rachel i don't have time for your childish games ok i still have to go find something incredible to wear so i can beat mike at who's more over who,6,0922,09,0,45346,ok wha where where are you going,1.0
hey hi hey where've you been,1,0922,09,0,45347,oh i'm sorry rachel i don't have time for your childish games ok i still have to go find something incredible to wear so i can beat mike at who's more over who,6.0
rachel i heard you guys whispering,0,0922,09,0,45349,oh wi in the dres in the dressing room well that's so weird phoebe and i were just trying on clothes in the dressing room god it's just such a small world,1.0
oh god you did you heard ok listen let me explain,1,0922,09,0,45350,rachel i heard you guys whispering,0.0
no there's nothing to explain i heard you phoebe likes joey,0,0922,09,0,45351,oh god you did you heard ok listen let me explain,1.0
yeah that's phoebe that's phoebe you know she just wants them all it's like she's a nympho,1,0922,09,0,45353,it's just that i don't understand it i mean phoebe likes joey and then she comes here to buy a dress to impress another guy,0.0
you know by the way i heard you tell her not to do anything thanks for sticking up for me you are such a nice person,0,0922,09,0,45354,yeah that's phoebe that's phoebe you know she just wants them all it's like she's a nympho,1.0
i try,1,0922,09,0,45355,you know by the way i heard you tell her not to do anything thanks for sticking up for me you are such a nice person,0.0
oh my god you really want me to be the keynote speaker thank you,2,0922,09,0,45356,i try,1.0
you're welcome,0,0922,09,0,45357,oh my god you really want me to be the keynote speaker thank you,2.0
wow you look stop eating hot which is like the highest level of hotness,5,0922,09,1,45358,you're welcome,0.0
are you sure because i'm really dreading going to this party,6,0922,09,1,45359,wow you look stop eating hot which is like the highest level of hotness,5.0
then don't go,5,0922,09,1,45360,are you sure because i'm really dreading going to this party,6.0
mike knows i'm coming and if i don't show up he'll think it's because of him and i don't want to lose face that's a very serious thing in my culture,6,0922,09,1,45361,then don't go,5.0
alright then you go to that party and you pretend to be over mike and afterward you come to my place and i'll get you good and drunk,5,0922,09,1,45362,mike knows i'm coming and if i don't show up he'll think it's because of him and i don't want to lose face that's a very serious thing in my culture,6.0
you got it ok but not on the wine that you made ok because i just don't want to go back to the emergency room,6,0922,09,1,45363,alright then you go to that party and you pretend to be over mike and afterward you come to my place and i'll get you good and drunk,5.0
well i'm back from minsk permanently,0,0922,09,0,45366,yeah what what are you doing here,6.0
what happened,6,0922,09,0,45367,well i'm back from minsk permanently,0.0
well remember how i was trying to achieve the positronic distillation of subatomic particles,0,0922,09,0,45368,what happened,6.0
well it's great that you're back how are you,6,0922,09,0,45370,well after eight years of research i discovered that it can't be done,0.0
good good life is good,0,0922,09,0,45371,well it's great that you're back how are you,6.0
mike and i broke up,6,0922,09,0,45374,she's also a scientist so she's very smart and pretty and well it's actually because of you really that we're together i mean i saw what you had with that mike guy and i just said boy i want that,0.0
you're kidding me because i'm not seeing anybody i've just totally made that up,0,0922,09,0,45375,mike and i broke up,6.0
i understand yeah ok so then ok so we're both living in new york not seeing anyone that's so not like us,6,0922,09,0,45377,yeah i don't know why i'm sorry i guess i just didn't want to lose face,0.0
yeah i know well this is probably a stupid question seeing that you look like that but do you have some place that you need to be right now,0,0922,09,0,45378,i understand yeah ok so then ok so we're both living in new york not seeing anyone that's so not like us,6.0
i'd love to,6,0922,09,0,45380,do you wanna get a drink,0.0
great,0,0922,09,0,45381,i'd love to,6.0
oh got it stay upwind of me,6,0922,09,0,45383,do you smell beets,0.0
hey there's phoebe is that mike she's with,0,0922,09,0,45384,oh got it stay upwind of me,6.0
no that's david,1,0922,09,0,45385,hey there's phoebe is that mike she's with,0.0
i'm gonna take off now you're gonna let me go home aren't you,0,0922,09,0,45387,tip of the iceberg,1.0
you sure you don't wanna stick around a little longer,4,0922,09,0,45388,i'm gonna take off now you're gonna let me go home aren't you,0.0
no no i should get home i'm kinda tired,0,0922,09,0,45389,you sure you don't wanna stick around a little longer,4.0
are you just tired now or are you always tired because that could be a sign of clinical depression,4,0922,09,0,45390,no no i should get home i'm kinda tired,0.0
no it's just tiring having to figure out the age at which all my grandparents died i'll see you tomorrow,0,0922,09,0,45391,are you just tired now or are you always tired because that could be a sign of clinical depression,4.0
i think we've found our sperm,4,0922,09,0,45392,no it's just tiring having to figure out the age at which all my grandparents died i'll see you tomorrow,0.0
does seem pretty perfect,3,0922,09,0,45393,i think we've found our sperm,4.0
yeah you think so well should i ask him,4,0922,09,0,45394,does seem pretty perfect,3.0
no,3,0922,09,0,45395,yeah you think so well should i ask him,4.0
why not just because his great grandmother was obese our kids are gonna get that from you anyway,4,0922,09,0,45396,no,3.0
no that's not it it's just that when we were asking him all those questions before i just i just realized i don't care if he's the most perfect guy in the world he's not you,3,0922,09,0,45397,why not just because his great grandmother was obese our kids are gonna get that from you anyway,4.0
thank god because i don't wanna do this either you know i was just doing because i thought that was what you wanted to do you know i'm the husband i'm supposed to bring the sperm,4,0922,09,0,45399,no he's not and if i can't get pregnant with you then i don't want to get pregnant by him or anyone else,3.0
that is so sweet i love you,3,0922,09,0,45400,thank god because i don't wanna do this either you know i was just doing because i thought that was what you wanted to do you know i'm the husband i'm supposed to bring the sperm,4.0
so you know this leaves us with,4,0922,09,0,45401,that is so sweet i love you,3.0
adoption,3,0922,09,0,45402,so you know this leaves us with,4.0
how do you feel about that,4,0922,09,0,45403,adoption,3.0
i think i feel ok about it actually i think i feel really good about it,3,0922,09,0,45404,how do you feel about that,4.0
me too i wanna find a baby that needs a home and i wanna raise it with you and i wanna mess it up in our own specific way,4,0922,09,0,45405,i think i feel ok about it actually i think i feel really good about it,3.0
so this is it we're really gonna adopt,3,0922,09,0,45406,me too i wanna find a baby that needs a home and i wanna raise it with you and i wanna mess it up in our own specific way,4.0
we are gonna be great parents,4,0922,09,0,45408,oh my god we're gonna be parents,3.0
and it could be soon i mean think about it,3,0922,09,0,45409,we are gonna be great parents,4.0
wait if we're lucky and we're really really really quiet we may be able to hear the sound of a condom breaking closing credits,4,0922,09,0,45410,and it could be soon i mean think about it,3.0
no you didn't,0,0922,09,0,45412,look i just wanted to apologize for last night i got the feeling we made you a little uncomfortable,4.0
my wife and i have some boundary issues you know sometimes we ask inappropriate questions we're working on it,4,0922,09,0,45414,no you did,0.0
here are the boards for friday's pitch,0,0922,09,0,45415,my wife and i have some boundary issues you know sometimes we ask inappropriate questions we're working on it,4.0
you wouldn't know if jeanette's planning on keeping her baby would ya,4,0922,09,0,45416,here are the boards for friday's pitch,0.0
shana goldberg meehan scott silveri,0,0923-0924,09,0,45417,,
hey i'm all packed and ready to go,5,0923-0924,09,1,45419,marta kauffman david crane,0.0
oh that's right daddy and uncle joey are going on a trip today we're going to a conference in barbados right,2,0923-0924,09,1,45420,hey i'm all packed and ready to go,5.0
mmh mmh,5,0923-0924,09,1,45421,oh that's right daddy and uncle joey are going on a trip today we're going to a conference in barbados right,2.0
can you say barbados,2,0923-0924,09,1,45422,mmh mmh,5.0
barbados,5,0923-0924,09,1,45423,can you say barbados,2.0
do you have anything that would get us out of them,1,0923-0924,09,1,45424,barbados,5.0
yeah ross i mean we're excited to hear the speech but the rest of the time we're gonna wanna do you know island's stuff,4,0923-0924,09,1,45425,do you have anything that would get us out of them,1.0
i think david would probably wanna hear a few lectures,6,0923-0924,09,1,45426,yeah ross i mean we're excited to hear the speech but the rest of the time we're gonna wanna do you know island's stuff,4.0
oh right because he's a scientist,2,0923-0924,09,1,45427,i think david would probably wanna hear a few lectures,6.0
no no because you know he's been in minsk for 8 years and if he gets too much direct sunlight he'll die,6,0923-0924,09,1,45428,oh right because he's a scientist,2.0
ok we gotta go yeah so we'll see you guys tomorrow,2,0923-0924,09,1,45429,no no because you know he's been in minsk for 8 years and if he gets too much direct sunlight he'll die,6.0
all right let's do it 5 hour flight with charlie have a couple of drinks get under that blanket and do what comes naturally,5,0923-0924,09,1,45430,ok we gotta go yeah so we'll see you guys tomorrow,2.0
it's a blanket joe not a cloak of invisibility opening credits,2,0923-0924,09,1,45431,all right let's do it 5 hour flight with charlie have a couple of drinks get under that blanket and do what comes naturally,5.0
wow this place is beautiful,0,0923-0924,09,0,45432,it's a blanket joe not a cloak of invisibility opening credits,2.0
look at all these paleontologists,2,0923-0924,09,0,45433,wow this place is beautiful,0.0
i know there are gonna be some pasty folks by the pool tomorrow,5,0923-0924,09,0,45434,look at all these paleontologists,2.0
oh my god i can't believe you're here,0,0923-0924,09,0,45435,i know there are gonna be some pasty folks by the pool tomorrow,5.0
i think i've been recognized this happens all the time,5,0923-0924,09,0,45436,oh my god i can't believe you're here,0.0
doctor geller i'm such a huge fan,0,0923-0924,09,0,45437,i think i've been recognized this happens all the time,5.0
that never happens,5,0923-0924,09,0,45438,doctor geller i'm such a huge fan,0.0
i've been following your career for years i i can't wait for your keynote speech,0,0923-0924,09,0,45439,that never happens,5.0
wow this is very flattering uh,2,0923-0924,09,0,45440,i've been following your career for years i i can't wait for your keynote speech,0.0
i would love your autograph,0,0923-0924,09,0,45441,wow this is very flattering uh,2.0
uh uh sure uhm dear,2,0923-0924,09,0,45442,i would love your autograph,0.0
sarah,0,0923-0924,09,0,45443,uh uh sure uhm dear,2.0
sarah i dig you uh doctor ross geller,2,0923-0924,09,0,45444,sarah,0.0
are you a paleontologist,0,0923-0924,09,0,45446,yeah oh and sarah i'd like to introduce you to my colleague uh professor wheeler a and this is joey tribbiani,2.0
no god no no no no i'm an actor you'd probably recognize me from a little show called the days of our lives,5,0923-0924,09,0,45447,are you a paleontologist,0.0
dude it's just days of our lives there's no the,2,0923-0924,09,0,45448,no god no no no no i'm an actor you'd probably recognize me from a little show called the days of our lives,5.0
ok ross it's it's fun yeah no i i play doctor drake ramoray,5,0923-0924,09,0,45449,dude it's just days of our lives there's no the,2.0
i'm sorry i don't own a tv,0,0923-0924,09,0,45450,ok ross it's it's fun yeah no i i play doctor drake ramoray,5.0
you don't own a tv what's all your furniture pointed at,5,0923-0924,09,0,45451,i'm sorry i don't own a tv,0.0
david can you help me i'm trying to explain to chandler how a plane stays in the air,3,0923-0924,09,1,45452,you don't own a tv what's all your furniture pointed at,5.0
oh certainly that's a combination of bernoulli's principle and newton's third law of motion,0,0923-0924,09,1,45453,david can you help me i'm trying to explain to chandler how a plane stays in the air,3.0
see,3,0923-0924,09,1,45454,oh certainly that's a combination of bernoulli's principle and newton's third law of motion,0.0
yeah that's the same as it has something to do with wind,4,0923-0924,09,1,45455,see,3.0
alright i'm gonna go pick up a few things for the trip,3,0923-0924,09,1,45456,yeah that's the same as it has something to do with wind,4.0
oh i should go too oh now tomorrow do you guys wanna share a cab to the airport or should mike and i just meet you there,6,0923-0924,09,1,45457,alright i'm gonna go pick up a few things for the trip,3.0
mike is your ex uh boyfriend,0,0923-0924,09,1,45459,mike who's mike,6.0
that's right oh yeah well i've totally forgotten about im ah that's that's a blast from the past,6,0923-0924,09,1,45460,mike is your ex uh boyfriend,0.0
it's ok ho honest mistake,0,0923-0924,09,1,45461,that's right oh yeah well i've totally forgotten about im ah that's that's a blast from the past,6.0
really it doesn't mean anything i mean you know monica refers to chandler as richard all the time,6,0923-0924,09,1,45462,it's ok ho honest mistake,0.0
she does,4,0923-0924,09,1,45463,really it doesn't mean anything i mean you know monica refers to chandler as richard all the time,6.0
let's get you out of here,3,0923-0924,09,1,45464,she does,4.0
i'm sooo sorry i just i keep thinking about mike i'm crazy about david and we're having so much fun together why why do i miss mike that's that's gonna go away right,6,0923-0924,09,1,45466,at least you took me down with you,3.0
i guess in time,3,0923-0924,09,1,45467,i'm sooo sorry i just i keep thinking about mike i'm crazy about david and we're having so much fun together why why do i miss mike that's that's gonna go away right,6.0
you just did it again chandler your feelings for chandler are certainly gone,6,0923-0924,09,1,45469,i mean my feelings for richard are certainly gone,3.0
well phoebe's still pretty hung up on that mike uh,0,0923-0924,09,0,45470,you just did it again chandler your feelings for chandler are certainly gone,6.0
i wouldn't read too much into it,4,0923-0924,09,0,45471,well phoebe's still pretty hung up on that mike uh,0.0
still you know a girl calls you by your ex boyfriend's name that that's not a good thing right,0,0923-0924,09,0,45472,i wouldn't read too much into it,4.0
david let me stop you there because i think i see where this is going i'm not very good at giving advice so if you want advice go to ross monica or joey if the thing you wanna advice about is pizza toppings or burning sensation when you pee,4,0923-0924,09,0,45473,still you know a girl calls you by your ex boyfriend's name that that's not a good thing right,0.0
sorry i just i wish there was something i could do you know well you know phoebe,0,0923-0924,09,0,45474,david let me stop you there because i think i see where this is going i'm not very good at giving advice so if you want advice go to ross monica or joey if the thing you wanna advice about is pizza toppings or burning sensation when you pee,4.0
seriously we're gonna do this,4,0923-0924,09,0,45475,sorry i just i wish there was something i could do you know well you know phoebe,0.0
i'm sorry uh i just wish i could make her forget about mike already you know why did phoebe and mike break up,0,0923-0924,09,0,45476,seriously we're gonna do this,4.0
oh because his penis was too big oh i'm sorry that's the kind of thing i do they broke up because mike didn't want to get married hey what if you just let phoebe know you'd be open to marriage,4,0923-0924,09,0,45477,i'm sorry uh i just wish i could make her forget about mike already you know why did phoebe and mike break up,0.0
that's great that's great i i'll propose to her,0,0923-0924,09,0,45478,oh because his penis was too big oh i'm sorry that's the kind of thing i do they broke up because mike didn't want to get married hey what if you just let phoebe know you'd be open to marriage,4.0
what,4,0923-0924,09,0,45479,that's great that's great i i'll propose to her,0.0
well i was probably going to do it at some point,0,0923-0924,09,0,45480,what,4.0
i didn't mean now,4,0923-0924,09,0,45481,well i was probably going to do it at some point,0.0
why not it's brilliant goodbye mike we'll see you at the wedding fella well we probably won't invite you to the wedding thank you chandler sincerely,0,0923-0924,09,0,45482,i didn't mean now,4.0
well you're welcome glad i could help,4,0923-0924,09,0,45483,why not it's brilliant goodbye mike we'll see you at the wedding fella well we probably won't invite you to the wedding thank you chandler sincerely,0.0
how do you think i should propose,0,0923-0924,09,0,45484,well you're welcome glad i could help,4.0
david i'm pretending to read here,4,0923-0924,09,0,45485,how do you think i should propose,0.0
yeah how you doin' yeah alright,5,0923-0924,09,0,45486,david i'm pretending to read here,4.0
i didn't mean a thong i meant thong s,0,0923-0924,09,0,45488,hey hey you said you're gonna wear a thong where's the thong,5.0
you really should have been more clear about that,5,0923-0924,09,0,45489,i didn't mean a thong i meant thong s,0.0
you're never going to guess who i just saw downstairs,2,0923-0924,09,0,45490,you really should have been more clear about that,5.0
oh ah eh britney spears,5,0923-0924,09,0,45491,you're never going to guess who i just saw downstairs,2.0
yeah she never misses these conferences no i just saw dr kenneth schwartz,2,0923-0924,09,0,45492,oh ah eh britney spears,5.0
oh my god did you talk to him,0,0923-0924,09,0,45493,yeah she never misses these conferences no i just saw dr kenneth schwartz,2.0
yeah what am i going to say to kenneth schwartz,2,0923-0924,09,0,45494,oh my god did you talk to him,0.0
you could say,5,0923-0924,09,0,45495,yeah what am i going to say to kenneth schwartz,2.0
ready to go,2,0923-0924,09,0,45496,you could say,5.0
wha you're gonna go now i thought we could hang out,5,0923-0924,09,0,45497,ready to go,2.0
oh i can't i have seminars all day and i promised ross i would look at his speech,0,0923-0924,09,0,45498,wha you're gonna go now i thought we could hang out,5.0
will you wear a thong,5,0923-0924,09,0,45500,but maybe we can have dinner later on the balcony will be romantic,0.0
i will if you will,0,0923-0924,09,0,45501,will you wear a thong,5.0
oh you got yourself a very weird deal,5,0923-0924,09,0,45502,i will if you will,0.0
i'm good i have dinner plans,2,0923-0924,09,0,45503,oh you got yourself a very weird deal,5.0
yeah yeah i've got tons of stuff i could do i'm gonna hit the beach go swimming,5,0923-0924,09,0,45504,i'm good i have dinner plans,2.0
uh joe have you looked outside,2,0923-0924,09,0,45505,yeah yeah i've got tons of stuff i could do i'm gonna hit the beach go swimming,5.0
no why,5,0923-0924,09,0,45506,uh joe have you looked outside,2.0
there's an indoor pool you can swim there,0,0923-0924,09,0,45507,no why,5.0
i wasn't gonna swim i was gonna dig a hole,5,0923-0924,09,0,45508,there's an indoor pool you can swim there,0.0
wow that mike thing was interesting i don't know what's gonna happen with phoebe and david,3,0923-0924,09,0,45509,i wasn't gonna swim i was gonna dig a hole,5.0
